Artist,Birth,Death,Age,Alive?,Art Title,DoC,Currency,price,low_estimate,high_estimate,Sold,Est Accuracy,Dimentions,close date,Auction Title,closeMonth,closeYear,popularity
jean cocteau ,1889,1963,74,0,Ronde de trois danseuses,1958,USD,3437.5,1500,2250,1,1,0,17,Joie de Vivre: Modern Art and the Riviera,7,20,"246,000"
louise nevelson ,1899,1988,89,0,Sky Cathedral's Presence I,1959,USD,492500,250000,350000,1,1,(271.8 x 305.1 x 54.6 cm.),28,POST-WAR & CONTEMPORARY ART,9,17,"44,300"
pablo picasso ,1881,1973,92,0,Service de scènes de corrida: Paseo (A.R. 424); Pase de cape (A.R. 425); Picador (A.R. 426); Banderilleros (A.R. 427); Pase de muleta (A.R. 428); Cogida (A.R. 429); L'estocado (A.R. 430); Arrastro (A.R. 431),0,USD,75000,60000,80000,1,0,0,15,Picasso Ceramics,5,19,"470,000"
albert bierstadt ,1830,1902,72,0,European Coast,0,USD,62500,60000,80000,1,0,(50.2 x 70.5 cm.),19,19TH CENTURY AMERICAN ART,1,22,"52,200"
helen frankenthaler ,1928,2011,83,0,Walking Rain,0,USD,3500,2000,3000,1,1,(759 x 572 mm.),15,FIRST IMPRESSION,7,15,"27,900"
mat collishaw ,1966,0,56,1,"Burnt Almonds, Heinrich & Eva",2000,USD,4375,6250,8750,1,-1,(121.9 x 129.5cm.),14,THE GEORGE MICHAEL COLLECTION EVENING AUCTION,3,19,"53,700"
richard artschwager ,1923,2013,90,0,"No. 5, from: Untitled (1000 Cubic Inches) (Parkett 46)",0,USD,781.25,1250,2500,1,-1,0,26,PARKETT: FIRST FIFTY EDITIONS 1984-1997,9,13,"35,000"
tony bevan,1951,0,71,1,Headache,1980,USD,10156.25,5000,7500,1,1,(57.5 x 76 cm.),22,MODERN BRITISH ART DAY SALE,1,20,"69,200"
henri matisse ,1869,1954,85,0,Banannier (Tahiti),1930,USD,11875,5000,7000,1,1,(24.7 x 32.3 cm.),23,"Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse, Online",6,21,"259,000"
john rankine barclay ,1884,1962,78,0,Amusette,0,USD,7812.5,3750,6250,1,1,(101.6 x 127 cm.),23,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",3,16,"42,500"
ed ruscha ,1937,0,85,1,Untitled,1960,USD,67187.5,56250,81250,1,0,(48.6 x 61.4cm.),7,POST-WAR AND CONTEMPORARY ART DAY AUCTION,10,17,"290,000"
pablo picasso ,1881,1973,92,0,"Minotaur, buveur et femmes, from: La Suite Vollard",0,USD,25000,15000,22500,1,1,0,20,PRINTS AND MULTIPLES,9,18,"470,000"
jacques villeglé ,1926,0,96,1,Rue de l'Ave Maria,1958,USD,15750,8400,12600,1,1,0,25,The Curator’s Eye: The Collection of Professor Dr Karin von Maur,5,21,"28,100"
albert anker ,1831,1910,79,0,"Die kleine Näherin, 1908",0,USD,89250,81600,122400,1,0,0,18,SWISS ART SALE,9,18,"279,000"
ruth asawa ,1926,2013,87,0,"Untitled (S.360, Hanging Single-Section, Reversible Open-Window Form)",0,USD,562500,200000,300000,1,1,(43.2 x 29.2 x 29.2 cm.),12,POST-WAR AND CONTEMPORARY ART DAY SALE,11,21,"68,900"
bill woodrow,1948,0,74,1,Small Stuenes Oscillator 24,0,USD,2031.25,1250,1875,1,1,(75 x 34.2 cm.),23,MODERN BRITISH & IRISH ART,3,17,"74,800"
pablo picasso ,1881,1973,92,0,"Salomé, from La Suite des Saltimbanques",0,USD,5625,4000,6000,1,0,(400 x 346 mm.),18,A Graphic Century - 1875-1975,11,21,"470,000"
sir peter markham scott ,1909,1989,80,0,Nene geese,0,USD,3750,3750,6250,1,-1,(61 x 76.2 cm.),10,SPORTING & WILDLIFE ART,12,14,"17,100"
henry moore ,1898,1986,88,0,Reclining Nude: Crossed Feet,1980,USD,125000,75000,112500,1,1,0,27,MODERN BRITISH & IRISH ART DAY SALE,6,17,"122,000"
aristide maillol ,1861,1944,83,0,Nu allongé,1941,USD,40687.5,7350,10500,1,1,0,28,"OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA",3,19,"83,900"
ben nicholson ,1894,1982,88,0,Still life,0,USD,70312.5,62500,100000,1,0,(16.5 x 22.3 cm.),20,MODERN BRITISH & IRISH ART DAY SALE,11,14,"995,000"
george minne ,1866,1941,75,0,David,1928,USD,18750,7500,10000,1,1,0,6,IMPRESSIONIST & MODERN ART DAY SALE,2,20,"31,200"
manolo millares ,1926,1972,46,0,Cuadro 116,1960,USD,145625,150000,225000,1,-1,(81 x 100cm.),2,POST-WAR AND CONTEMPORARY ART DAY AUCTION,7,14,"23,100"
peter doig ,1959,0,63,1,Cobourg 3+1 more,1995,USD,626500,200000,300000,1,1,(99.1 x 71.1 cm.),8,FIRST OPEN,3,13,"145,000"
lindsay bernard hall ,1859,1935,76,0,"The Old Soup Kitchen, Oberammergau Monastery",0,USD,2343.75,2500,3750,1,-1,(33 x 23.7cm.),24,AUSTRALIAN ART,9,15,"542,000"
everett shinn ,1876,1953,77,0,Paris Music Hall,1900,USD,16250,10000,15000,1,1,(10.2 x 12.1 cm.),18,AMERICAN ART,11,21,"26,500"
ken howard,1932,0,90,1,"Meloney Resting, South Bolton Gardens",0,USD,17187.5,12500,18750,1,0,(101.6 x 121.8 cm.),23,MODERN BRITISH & IRISH ART,3,17,"6,880,000"
emilio sánchez ,1921,1999,78,0,Edificio Miramar,0,USD,16250,5000,7000,1,1,(100.3 x 152.4 cm.),26,Latin American Art Online,11,19,"1,730,000"
edward weston ,1886,1958,72,0,"Nu, 1925",0,USD,2231.25,1050,1575,1,1,(9 3/8 x 7½ in.),14,AGATHE GAILLARD ET LA PHOTOGRAPHIE : UNE PIONNIÈRE À PARIS,11,13,"179,000"
aristide maillol ,1861,1944,83,0,Jeune fille accroupie se tenant un pied,1923,USD,76562.5,25000,37500,1,1,0,7,IMPRESSIONIST/MODERN DAY SALE,2,13,"83,800"
moïse kisling ,1891,1953,62,0,"Céret, vue sur le Canigou",1913,USD,250000,80000,120000,1,1,(80 x 99.7 cm.),14,IMPRESSIONIST & MODERN ART DAY SALE,5,21,"1,830,000"
julius olsson ,1864,1942,78,0,Stockholm Harbour,0,USD,2500,1250,1875,1,1,(45.8 x 61 cm.),20,"VICTORIAN, BRITISH AND IMPRESSIONIST ART",6,13,"48,400"
marc chagall ,1887,1985,98,0,La joie du berger pour Ingrid et Alfred,1972,USD,50000,43750,56250,1,0,(31.8 x 23.7 cm.),19,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,19,"282,000"
karel appel ,1921,2006,85,0,Tempêste Flambant comme un Insect,1960,USD,240975,210000,315000,1,0,0,21,POST-WAR AND CONTEMPORARY ART,4,16,"167,000"
adriaen jansz. van ostade ,1610,1685,75,0,Peasant in a pointed Fur Cap,0,USD,2187.5,1875,3125,1,0,0,29,PRINTS & MULTIPLES,3,17,"12,800"
david hockney ,1937,0,85,1,"Slow Forest, from: Some New Prints",0,USD,10937.5,3750,6250,1,1,0,22,Prints & Multiples: Modern to Pop,9,2020,"145,000"
pablo picasso ,1881,1973,92,0,Visage de femme (A.R. 220),1953,USD,27500,20000,30000,1,0,0,15,Picasso Ceramics,11,17,"470,000"
yinka shonibare ,1962,0,60,1,Girl on Globe,2012,USD,122500,60000,80000,1,1,(210.8 x 152.4 x 114.3 cm.),8,FIRST OPEN,3,13,"83,900"
james seymour ,1702,1752,50,0,"On the scent; A quickening pace; and Racehorse, with jockey up",0,USD,23437.5,1500,2250,1,1,(13.3 x 17.2 cm.),27,SPORTING AND WILDLIFE ART,6,12,"3,060,000"
gerhard arij ludwig morgenstjerne munthe ,1875,1927,52,0,A bomschuit anchored in winter,0,USD,5250,3150,5250,1,1,0,12,NINETEEN TO NOW,3,13,"8,140"
john frederick lewis ,1804,1876,72,0,"Sir Edwin Landseerwith a ghillie fishing for salmon, possibly on the river Dart, near Holne, Devon",0,USD,45312.5,37500,62500,1,0,(48.5 x 62.85 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",12,16,"14,700,000"
francis picabia ,1879,1953,74,0,Study of a nude,0,USD,4593.75,3150,5250,1,0,0,13,MODERN ART,12,16,"81,400"
jean cocteau ,1889,1963,74,0,Profil tourné vers la gauche,1960,USD,3437.5,3125,3750,1,0,(65 x 56.3 cm.),25,IMPRESSIONIST/MODERN,10,12,"247,000"
keith haring ,1958,1990,32,0,Busted Head,1984,USD,203125,62500,87500,1,1,(58 x 73cm.),13,POST-WAR AND CONTEMPORARY ART DAY SALE,2,20,"163,000"
joe bradley ,1975,0,47,1,Untitled,2008,USD,112500,70000,100000,1,1,(311.2 x 101.6 cm.),27,Vice,5,20,"9,200,000"
charles camoin ,1879,1965,86,0,L'Embarcadère du ferry-boat à Marseille,1926,USD,27500,15000,20000,1,1,(65.6 x 80.1 cm.),8,IMPRESSIONIST & MODERN ART DAY SALE,10,20,"32,000"
paul signac ,1863,1935,72,0,"Paris, la Seine au Pont des Saint-Pères",1925,USD,32500,20000,30000,1,1,(28.1 x 42.9 cm.),6,IMPRESSIONIST & MODERN WORKS ON PAPER SALE,11,13,"60,400"
diane arbus ,1923,1971,48,0,"Untitled (6), 1970-1971",0,USD,10710,8000,12000,1,0,(37.1 x 36.8 cm.),7,Photographs from the Richard Gere Collection,4,22,"64,900"
richard artschwager ,1923,2013,90,0,Untitled,1986,USD,750,2000,3000,1,-1,(63.8 x 48.3 cm.),5,Christie's 100,2,20,"35,000"
william roberts,1895,1980,85,0,The Swans,0,USD,54687.5,31250,43750,1,1,(76.2 x 61 cm.),24,MODERN BRITISH & IRISH ART DAY SALE,11,16,"28,200,000"
isaac rosenberg ,1890,1918,28,0,Self-portrait,0,USD,105125,25000,37500,1,1,(18 x 14 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",6,15,"264,000"
joan miró ,1893,1983,90,0,"Personnages, oiseau",0,USD,29687.5,15000,22500,1,1,(31.8 x 21.5 cm.),26,IMPRESSIONIST & MODERN ART,6,15,"959,000"
günther förg ,1952,2013,61,0,Untitled,2001,USD,312500,250000,375000,1,0,(249.5 x 320 cm.),14,Dialogues: Modern and Contemporary Art,7,20,"99,400"
dylan lewis ,1964,0,58,1,Standing leopard III maquette,2012,USD,25000,8750,12500,1,1,(69.2 x 82.5 x 36.8 cm.),10,DYLAN LEWIS: SHAPESHIFTING,9,19,"2,210,000"
wassily kandinsky ,1866,1944,78,0,Kleine Welten X,0,USD,4375,4000,6000,1,0,(there were also 30 on Japon paper),27,PRINTS & MULTIPLES,4,16,"85,400"
nadín ospina ,1960,0,62,1,Vasija ritual,1997,USD,5000,4000,6000,1,0,(39.4 x 22.9 x 22.9 cm.),30,Latin American Art Online,5,18,"1,600,000"
raoul dufy ,1877,1953,76,0,Côte Basse,0,USD,103425,84000,126000,1,0,0,13,MODERN ART,12,16,"51,000"
antony gormley ,1950,0,72,1,State III,2012,USD,393125,312500,437500,1,0,(191 x 42 x 34cm.),30,POST-WAR AND CONTEMPORARY ART DAY AUCTION,6,16,"43,400"
john chamberlain ,1927,2011,84,0,Air Diamonds,1989,USD,985937.5,875000,1250000,1,0,(271 x 139 x 123cm.),6,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,10,17,"1,030,000"
william louis sonntag ,1822,1900,78,0,Evening on the Susquehanna,0,USD,18750,20000,30000,1,-1,(91.4 x 142.2 cm.),19,PALMETTO HALL: THE JAY P. ALTMAYER FAMILY COLLECTION,1,17,"81,500"
georges rouault ,1871,1958,87,0,Clown au bonnet blanc,0,USD,109375,87500,112500,1,0,(48 x 37 cm.),28,IMPRESSIONIST AND MODERN ART DAY SALE,6,17,"46,300"
fred deux ,1924,2015,91,0,Les demeures de l'être,1986,USD,11812.5,2100,3150,1,1,0,4,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,12,19,"1,750,000"
peter sedgley ,1930,0,92,1,Spring,1990,USD,4375,4375,6875,1,-1,(120.5 x 120cm.),5,POST-WAR AND CONTEMPORARY ART DAY AUCTION,10,19,"91,600"
pablo picasso ,1881,1973,92,0,Picador (A.R. 160),1952,USD,5000,1875,3125,1,1,0,29,Picasso Ceramics,6,17,"470,000"
"frederic, lord leighton. ",1830,1896,66,0,The Sluggard,0,USD,39062.5,31250,50000,1,0,0,14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",12,16,"166,000"
cy twombly ,1928,2011,83,0,Leda and the Swan,1962,USD,52887500,35000000,55000000,1,0,(191 x 200 cm.),17,POST-WAR AND CONTEMPORARY ART EVENING SALE,5,17,"58,900"
camille bombois ,1883,1970,87,0,Jeune fille sautant à la corde,0,USD,15625,12500,18750,1,0,(55 x 46 cm.),5,IMPRESSIONIST & MODERN ART & PICASSO CERAMICS,2,16,"11,600"
mathew b. brady ,1823,1896,73,0,"Winter Quarters of a Cavalry Regiment in the Army of the Potomac, Near Brandy Station, Virginia, 1864",0,USD,375,500,1000,1,-1,(18.2 x 20.8 cm.),7,Photography of the Civil War: Property from The Metropolitan Museum of Art,10,21,"2,890,000"
auguste herbin ,1882,1960,78,0,Composition abstraite,0,USD,9375,7500,10000,1,0,(24 x 31.5 cm.),8,IMPRESSIONIST/MODERN,2,13,"28,900"
andré derain ,1880,1954,74,0,La chapelle-sous-Crécy (Le Moulin),0,USD,150000,100000,150000,1,1,(37.7 x 55.1 cm.),13,IMPRESSIONIST AND MODERN ART DAY SALE,11,21,"116,000"
pablo picasso ,1881,1973,92,0,Tête de chèvre de profil (A.R. 105),1950,USD,6250,3125,4375,1,1,0,20,Picasso Ceramics Online,6,19,"470,000"
andy warhol ,1928,1987,59,0,Knife,0,USD,6875,2000,3000,1,1,(10.8 x 8.6 cm.),17,MANHATTA,10,17,"3,310,000"
jacques barraband ,1767,1809,42,0,Male Rainbow Lorikeet (Tricholglossus haematodus),0,USD,75000,12500,18750,1,1,(51.8 x 38.1cm.),14,TOPOGRAPHICAL PICTURES,12,17,"13,600"
archibald thorburn ,1860,1935,75,0,Kittywakes,0,USD,8593.75,7500,10000,1,0,(21 x 29.9 cm.),9,SPORTING & WILDLIFE ART,7,14,"26,400"
robert rauschenberg ,1925,2008,83,0,Untitled (Insects),0,USD,401000,180000,250000,1,1,(25.4 x 17.7 cm.),14,POST-WAR AND CONTEMPORARY ART DAY SALE SESSION II,5,15,"350,000"
gerhard richter ,1932,0,90,1,Miniatures,1996,USD,69062.5,18750,25000,1,1,(8 x 8cm.),12,POST WAR AND CONTEMPORARY ART DAY AUCTION,10,12,"67,100"
pablo picasso ,1881,1973,92,0,Visage de femme (A.R. 92),1949,USD,2656.25,1250,1875,1,1,0,7,Picasso Ceramics Online,2,20,"470,000"
david alfaro siqueiros ,1896,1974,78,0,"¿Flores, Si, y No?",1962,USD,93750,70000,90000,1,1,(79.7 x 60.3 cm.),21,LATIN AMERICAN ART,11,19,"35,900"
salvador dalí ,1904,1989,85,0,Le cavalier à la tour,1932,USD,2655000,600000,900000,1,1,(18.2 x 13.9 cm.),11,IMPRESSIONIST AND MODERN ART EVENING SALE,11,19,"2,420,000"
antoni tàpies ,1923,2012,89,0,Cinq X sur carton,1961,USD,72187.5,42000,63000,1,1,0,4,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,12,19,"148,000"
yayoi kusama ,1929,0,93,1,Dots,1996,USD,408125,225000,312500,1,1,(162 x 130.5cm.),19,POST-WAR AND CONTEMPORARY ART DAY AUCTION,10,13,"111,000"
ben nicholson ,1894,1982,88,0,San Gimignano,0,USD,20312.5,6250,8750,1,1,0,22,Prints & Multiples: Modern to Pop,9,20,"994,000"
pablo picasso ,1881,1973,92,0,Para Paco,0,USD,46875,18750,25000,1,1,(27.2 x 20.3 cm.),21,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,18,"470,000"
serge poliakoff ,1900,1969,69,0,Composition,1960,USD,59062.5,26250,36750,1,1,0,4,POST-WAR AND CONTEMPORARY ART VENTE DU JOUR,12,19,"26,300"
brassaï ,1899,1984,85,0,"Graffiti (Série Masques et Visages), vers 1933",0,USD,15750,10500,15750,1,1,(19 ¾ x 16 in.),10,PHOTOGRAPHIES,11,17,"87,700"
levi wells prentice ,1851,1935,84,0,Blue Mountain Lake,1883,USD,35000,20000,30000,1,1,(45.7 x 88.9 cm.),7,American Art Online,8,20,"58,100"
irving penn ,1917,2009,92,0,"Lavender Glory Poppy, New York, 1968",0,USD,144375,52500,73500,1,1,(23 ½ x 18 ½ in.),5,PHOTOGRAPHIES,11,19,"173,000"
willem de kooning ,1904,1997,93,0,Untitled (Two Women),0,USD,437500,400000,600000,1,0,(45.1 x 49.8 cm.),7,POST-WAR & CONTEMPORARY ART DAY SALE,10,20,"48,800"
gerhard richter ,1932,0,90,1,Abstraktes Bild,1980,USD,441562.5,250000,375000,1,1,(50.2 x 70.2cm.),5,POST-WAR AND CONTEMPORARY ART DAY AUCTION,10,19,"67,100"
graham sutherland ,1903,1980,77,0,Somerset Maugham,0,USD,100625,25000,37500,1,1,(31 x 22.9 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",6,15,"1,740,000"
dante gabriel rossetti ,1828,1882,54,0,"Study of Fanny Cornforth, bust-length",0,USD,140625,37500,62500,1,1,(25.4 x 20.3 cm.),14,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",12,16,"233,000"
fred cuming,1930,0,92,1,Figures on the beach,0,USD,2031.25,1250,1875,1,1,(15.2 x 61 cm.),18,CHRISTIE'S INTERIORS - INCLUDING 20TH/21ST CENTURY PICTURES,8,15,"573,000"
r.b. kitaj,1932,2007,75,0,Isaac Babel,1962,USD,625,1250,2500,1,-1,(32.4 x 31.7 cm.),11,MODERN BRITISH AND IRISH ART,7,13,"30,800"
"graham sutherland, o.m ",1903,1980,77,0,Head,1950,USD,10937.5,8750,12500,1,0,(23.7 x 22.2 cm.),28,IMPRESSIONIST AND MODERN WORKS ON PAPER,6,17,"135,000"
jorge severino ,1935,0,87,1,Untitled,1993,USD,11875,6000,8000,1,1,(151.1 x 126.4 cm.),28,Latin American Art Online,11,18,"77,300"
berlinde de bruyckere ,1964,0,58,1,K 21,2006,USD,271562.5,225000,312500,1,0,(193 x 177 x 96cm.),27,POST-WAR AND CONTEMPORARY ART EVENING AUCTION,6,12,"21,200"
david smith ,1906,1965,59,0,Agricola IV,1952,USD,5989000,5000000,7000000,1,0,(152.4 x 81.9 x 39.3 cm.),13,POST-WAR AND CONTEMPORARY ART EVENING SALE,5,15,"868,000"
john graham ,1881,1961,80,0,Untitled,1930,USD,32500,20000,30000,1,1,(46.3 x 55.2 cm.),27,THE COLLECTION OF PAUL F. WALTER,9,17,"209,000"
sir george frampton,1860,1928,68,0,Enid the Fair,0,USD,8593.75,7500,11250,1,0,0,12,"BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",12,19,"14,900"
rembrandt harmensz. van rijn ,1606,1669,63,0,"A ragged Peasant with his Hands behind him, holding a Stick (B., Holl. 172; H. 16)",0,USD,13281.25,5000,7500,1,1,0,20,"OLD MASTER, MODERN & CONTEMPORARY PRINTS",3,13,"49,900"
sir ernest henry shackleton,1874,1922,48,0,"Sir Ernest Shackleton's miniatures, as worn",1903,USD,93750,37500,62500,1,1,0,5,Topographical Pictures including China Trade Paintings,11,20,"19,100"
victor pasmore ,1908,1998,90,0,Soft is the Sound of the Ocean,0,USD,3000,2500,3500,1,0,(720 x 1080 mm.),21,Contemporary Edition,9,17,"30,900"
gerald cassidy ,1879,1934,55,0,Two Indians Racing Before a Storm,0,USD,209000,60000,80000,1,1,(64.1 x 127 cm.),22,AMERICAN ART,5,14,"437,000"
john emms ,1841,1912,71,0,"Old Joe, with Pleasant, Pastime, Barmaid, Bonnylass, Dashwood, Speedwell, Jack, Glory, Regent, Brilliant and Sentinel",0,USD,46562.5,37500,62500,1,0,(68.6 x 101.6 cm.),27,SPORTING AND WILDLIFE ART,6,12,"50,600"
pierre bonnard ,1867,1947,80,0,"Étude pour ""Nu""",0,USD,14437.5,6300,8400,1,1,(6 ¾ x 4 ½ in.),22,UNE COLLECTION FRANÇAISE: PASSION PARTAGÉE D'UN COUPLE D'AMATEURS,3,17,"116,000"
wolfgang paalen ,1905,1959,54,0,Nuit tropicale,1948,USD,10584,8400,12600,1,0,0,30,UNE PASSION SURRÉALISTE : COLLECTION INNA & BORIS SALOMON,3,22,"20,100"
takashi murakami ,1962,0,60,1,Flowers Have Bloomed,2010,USD,1392.3,780,1040,1,1,(31 5/8 x 23 7/8 in.),21,No Regrets: 20/21 Art Online: All Editions,4,22,"254,000"
dante gabriel rossetti ,1828,1882,54,0,"Joshua, a design for stained glass",0,USD,6562.5,1250,1875,1,1,(89.2 x 36.8 cm.),11,"BRITISH ART: VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART",12,18,"233,000"
sir peter blake,1932,0,90,1,Calendar: May,0,USD,12500,6250,10000,1,1,(16.5 x 11.2 cm.),26,"MODERN BRITISH AND IRISH ART DAY SALE, LONDON",6,15,"606,000"
francisco de goya y lucientes ,1746,1828,82,0,It is time (Ya es hora) Plate 80 from: Los Caprichos,0,USD,4000,2500,3500,1,1,(213 x 149 mm.),23,The Sleep of Reason: Francisco Goya’s Los Caprichos,10,20,"106,000"
lucy skaer ,1975,0,47,1,Tragedy No Us Touched Has,2001,USD,1562.5,2500,3750,1,-1,(152.4 x 101.6cm.),20,POST WAR AND CONTEMPORARY ART 1990 TO NOW,11,12,"14,000"
jesús rafael soto ,1923,2005,82,0,Ambivalencia Altmayer,1984,USD,360500,200000,250000,1,1,(102.2 x 102.2 x 15.2 cm.),24,LATIN AMERICAN ART,5,18,"506,000"
richard bosman ,1944,0,78,1,Stabbing (or) Deadly Encounter,1982,USD,6875,2500,3500,1,1,(121.6 x 183 cm.),15,First Open | Online,12,20,"77,700"
edgar degas ,1834,1917,83,0,Femme assise s'essuyant le côté gauche,0,USD,1031562.5,225000,312500,1,1,0,20,IMPRESSIONIST/MODERN ART EVENING SALE,6,12,"592,000"
marc chagall ,1887,1985,98,0,Scène de café,1911,USD,4375,6250,8750,1,-1,(13 x 20 cm.),26,IMPRESSIONIST & MODERN ART,6,15,"274,000"
william turnbull ,1922,2012,90,0,Flower drawing; Still life with jars,1978,USD,860,2500,3750,1,-1,(36.8 x 27 cm.),22,THE LESLIE WADDINGTON COLLECTION PART II,11,16,"2,270,000"
joan miró ,1893,1983,90,0,Sculptures,0,USD,7031.25,3125,4375,1,1,(M. 755),18,PRINTS & MULTIPLES,3,20,"959,000"
alan saret ,1944,0,78,1,Untitled,1970,USD,5625,3000,5000,1,1,(60.9 x 96.5 cm.),27,THE COLLECTION OF PAUL F. WALTER,9,17,"12,700"
francis bacon ,1909,1992,83,0,Triptych,0,USD,18750,15000,20000,1,0,(387 x 295 mm.),14,Working from Home: Prints and Multiples,5,20,"560,000"
raoul dufy ,1877,1953,76,0,La course à Belmont Park,1951,USD,67187.5,31250,43750,1,1,(50.5 x 66 cm.),3,IMPRESSIONIST & MODERN WORKS ON PAPER,2,16,"50,900"
andy warhol ,1928,1987,59,0,Julian Schnabel,0,USD,2016,2000,3000,1,0,(20.3 x 25.4 cm.),31,The Andy Warhol Diaries,3,22,"3,310,000"
jean carzou ,1907,2000,93,0,Port,1970,USD,591.15,210,315,1,1,(30 x 22 in.),1,COLLECTION HENRI-GEORGES ET INÈS CLOUZOT - VENTE AU PROFIT DU SECOURS CATHOLIQUE,12,12,"18,400"
francis bacon ,1909,1992,83,0,Triptych 1986-7,1986,USD,48074007.5,43750000,68750000,1,0,(198 x 147.5cm.),1,20TH/21ST CENTURY: LONDON EVENING SALE,3,22,"563,000"
henri matisse ,1869,1954,85,0,Nu couché de dos,0,USD,6250,6000,8000,1,0,(464 x 521 mm.),7,Modern Edition,12,17,"259,000"
simeon solomon ,1840,1905,65,0,The Boy John,0,USD,10625,2500,3750,1,1,(37.2 x 26.7 cm.),11,VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART,7,18,"383,000"
henri matisse ,1869,1954,85,0,Autoportrait,0,USD,317000,150000,250000,1,1,(35.2 x 25.2 cm.),5,A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE,11,13,"259,000"
igor mitoraj ,1944,2014,70,0,Torso con C,1986,USD,28875,21000,31500,1,0,0,18,Post-War & Contemporary Art: Amsterdam,6,20,"29,500"
kees van dongen ,1877,1968,91,0,Tête de femme de profil,0,USD,40625,25000,37500,1,1,(38 x 28.2 cm.),5,IMPRESSIONIST/MODERN WORKS ON PAPER,2,14,"98,200"
pablo picasso ,1881,1973,92,0,Tête de chèvre de profil (A.R. 111),1950,USD,14062.5,2500,3125,1,1,0,2,Picasso Ceramics - Online,3,18,"470,000"
georg baselitz ,1938,0,84,1,Der neue Typ (The New Type),1966,USD,393125,275000,375000,1,1,(61 x 43.2cm.),12,POST-WAR AND CONTEMPORARY ART DAY AUCTION,2,16,"40,300"
jim lambie ,1964,0,58,1,Durutti Column,2006,USD,6875,8000,12000,1,-1,(83.8 x 97.8 x 19 cm.),15,First Open | Online,12,20,"192,000"
tom edwin mostyn,1864,1930,66,0,"Anstay Cove, Devon",0,USD,13281.25,7500,10000,1,1,(101.7 x 127.4 cm.),23,"VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART",3,16,"42,800"
andré lhote ,1885,1962,77,0,Nu aux coussins,1946,USD,32812.5,21000,31500,1,1,0,24,ART MODERNE,10,14,"158,000"
william marshall brown ,1863,1936,73,0,The toy boat,0,USD,13281.25,7500,12500,1,1,(25.4 x 35.6 cm.),20,"VICTORIAN, BRITISH AND IMPRESSIONIST ART",6,13,"9,940,000"
john william godward,1861,1922,61,0,An Offering to Venus,0,USD,288125,312500,437500,1,-1,(78 x 39.4 cm.),13,"VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART",7,16,"41,300"
callum innes ,1962,0,60,1,Exposed Painting Paynes Grey/Yellow Oxide,2000,USD,18750,12500,18750,1,1,(107.5 x 105.5 cm.),29,MODERN BRITISH ART,9,20,"99,600"
marc chagall ,1887,1985,98,0,Profil pour Kollek Familie,0,USD,4062.5,3750,6250,1,0,(27 x 20.9 cm.),27,IMPRESSIONIST/MODERN ART,6,14,"269,000"
pablo picasso ,1881,1973,92,0,Femme du barbu (A.R. 193),0,USD,43750,31250,37500,1,1,0,17,Picasso Ceramics,9,20,"470,000"
milton avery ,1885,1965,80,0,Untitled (Landscape),1954,USD,21250,20000,30000,1,0,(45.7 x 60.3 cm.),18,AMERICAN ART,5,21,"473,000"
gifford beal ,1879,1956,77,0,Figures Under Trees,0,USD,2125,2000,3000,1,0,(24.1 x 29.5 cm.),22,American Art Online,5,18,"21,000"
arman ,1928,2005,77,0,Cube téléphone noir,0,USD,15750,10500,15750,1,1,(9 7/8 x 9 7/8 x 9 7/8 in.),6,ART CONTEMPORAIN - VENTE DU JOUR,12,17,"3,260,000"
sam francis ,1923,1994,71,0,Untitled,1984,USD,203125,75000,100000,1,1,(91.6 x 91.6cm.),25,POST-WAR AND CONTEMPORARY ART DAY SALE,3,21,"56,100"
richard avedon ,1923,2004,81,0,"Dovima with Elephants, Evening Dress by Dior, Cirque d’Hiver, Paris, 1955",0,USD,275100,262500,367500,1,0,(51 3/8 x 41 in.),19,ICONS OF GLAMOUR & STYLE : THE CONSTANTINER COLLECTION,6,19,"49,700"
