Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
Ernest Lawson ,1873,1939,French Landscape,0,"USD 10,000 - USD 15,000","USD 21,250",(50.8 x 61 cm.),22 May 2018,"15 May - 22 May 2018 | Online Auction 16470
American Art Online"
Peter Monamy ,London,1749,"An English Royal Yacht, with the Lord High Admiral, Prince George (husband of Queen Anne, 1653-1708) aboard, amidst escorting warships in a stiff breeze possibly en route to Denmark, the Prince's home",0,"GBP 4,000 – GBP 6,000","GBP 8,125",(76.2 x 63.5 cm.),21 Nov 2012,"2012 | LIVE AUCTION 7856
MARITIME ART"
Roger Limouse ,1894,1990,"Marché aux étoffes, Tananarive",0,"GBP 5,000 - GBP 7,000","GBP 6,250",(73.3 x 92.1 cm.),30 Jun 2017,"20 Jun - 30 Jun 2017 | Online Auction 15714
Impressionist & Modern Art: Online"
Gerhard Richter ,1932,0,Abstraktes Bild,1990,"GBP 450,000 – GBP 600,000","GBP 728,750",(40 x 50.1cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
DAMIEN HIRST ,0,0,Methamphetamine,0,"USD 28,000 - USD 35,000","USD 35,000",(1778 x 864 mm.),13 Dec 2017,"7 Dec - 13 Dec 2017 | Online Auction 16097
Damien Hirst: 3,575 1/2 Spots (and Three Small Mickeys)"
Circle of Mariotto di Nardo ,active,1424,A triptych: the central panel: Saint Peter enthroned; the left wing: Saint Anthony Abbot; the right wing: Saint Mary Magdalene,0,"GBP 60,000 – GBP 80,000","GBP 62,500",(135.9 x 60.4 cm.),6 Jul 2018,"2018 | LIVE AUCTION 15495
OLD MASTERS DAY SALE"
TOM SACHS ,0,0,Connecticut,2004,"USD 4,000 - USD 6,000","USD 15,000",(53.7 x 76.5 x 3.8 cm.),23 Oct 2018,"16 Oct - 23 Oct 2018 | Online Auction 16334
The Collection of Melva Bucksbaum: Post-War and Contemporary Art, Photographs and Prints"
Colin Graeme Roe ,1858,1910,Shooting companions,0,"GBP 800 – GBP 1,200",GBP 938,(50.4 x 200.3 cm.),27 Nov 2013,"2013 | LIVE AUCTION 9717
SPORTING & WILDLIFE ART"
Alighiero Boetti ,1940,1994,I quindici libri rossi - 111,0,"EUR 70,000 – EUR 100,000","EUR 137,500",(ognuna),16 Nov 2021,"2021 | LIVE AUCTION 20628
20TH/21ST CENTURY MILAN EVENING SALE"
"Italian School, late 16th century",69,length,"Portrait of a lady, bust-length, in a gilt-embroidered oyster gown and ruff",0,"GBP 10,000 – GBP 15,000","GBP 21,250",(69.2 x 54.6 cm.),5 Jul 2019,"2019 | LIVE AUCTION 17196
OLD MASTERS DAY SALE"
Alberto Giacometti ,1901,1966,Annette assise dans l’atelier,1954,"USD 120,000 – USD 180,000","USD 162,500",(59.5 x 41.5 cm.),14 May 2021,"2021 | LIVE AUCTION 19810
IMPRESSIONIST & MODERN ART WORKS ON PAPER SALE"
Imi Knoebel ,1940,0,ODY B,1995,"GBP 22,000 – GBP 28,000","GBP 75,000",(40.6 x 37.6 x 15.1cm.),7 Oct 2016,"2016 | LIVE AUCTION 12245
POST-WAR & CONTEMPORARY ART DAY AUCTION"
Luca Cambiaso ,Genoa,1585,A seated warrior,0,"GBP 3,000 – GBP 4,000","GBP 8,125",(15.8 x 10.8 cm.),5 Jul 2016,"2016 | LIVE AUCTION 11787
OLD MASTER & BRITISH DRAWINGS"
Guy Carleton Wiggins ,1883,1962,"Winter Weather, Wall Street",0,"USD 30,000 - USD 50,000","USD 30,000",(61 x 50.8 cm.),7 Aug 2020,"23 Jul - 7 Aug 2020 | Online Auction 18433
American Art Online"
"Stanhope Alexander Forbes, R.A. ",1857,1947,The fishermen's expedition,0,"GBP 100,000 – GBP 150,000","GBP 170,500",(61 x 77.5 cm.),12 Dec 2013,"2013 | LIVE AUCTION 1177
VICTORIAN & BRITISH IMPRESSIONIST ART"
Bernard Cathelin ,French,2004,Nature morte au homard,59,"USD 5,000 – USD 7,000","USD 7,500",(64.8 x 81.3 cm.),28 Aug 2013,"2013 | LIVE AUCTION 2722
INTERIORS"
Alex Katz ,1927,0,Black Pond (Parkett 21),0,"GBP 700 – GBP 1,000","GBP 1,188",(overall),26 Sep 2013,"2013 | LIVE AUCTION 9939
PARKETT: FIRST FIFTY EDITIONS 1984-1997"
Maximilien Luce ,0,0,"Le Pont d'Herville, Le Petit Bras de Seine",0,"USD 2,500 – USD 3,500","USD 2,750",(32.4 x 50.2 cm.),22 Aug 2019,"2019 | LIVE AUCTION 17423
INTERIORS"
Alfred Kubin ,1877,1959,Gewitterauge,06,"GBP 25,000 – GBP 35,000","GBP 47,475",(23 x 21.5 cm.),19 Jun 2013,"2013 | LIVE AUCTION 1132
IMPRESSIONIST/MODERN WORKS ON PAPER"
Edgar Degas ,1834,1917,Après le bain,0,"GBP 100,000 – GBP 200,000",GBP 0,(46 x 30.3 cm.),21 Jun 2018,"2018 | LIVE AUCTION 15930
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Pablo Picasso ,1881,1973,Mousquetaire et courtisane,0,"GBP 150,000 – GBP 250,000","GBP 242,500",(47.2 x 64 cm.),5 Feb 2014,"2014 | LIVE AUCTION 1508
IMPRESSIONIST/MODERN WORKS ON PAPER"
Mahmoud Obaidi ,1966,0,Make War not Love - Chapters 3,2013,"GBP 20,000 - GBP 25,000","GBP 25,000",(257 x 247cm.),24 Nov 2020,"11 Nov - 24 Nov 2020 | Online Auction 19915
We Are All Beirut"
ZAO WOU-KI ,ZHAO,KI,11.03.60,1960,"HKD 10,000,000 – HKD 12,000,000","HKD 15,725,000",(28 3/4 x 39 3/8 in.),25 May 2019,"2019 | LIVE AUCTION 15615
20TH CENTURY & CONTEMPORARY ART (EVENING SALE)"
Jamie Shovlin ,1978,0,(i) Mr. & Mrs. Blackie Blackbird (ii) Starling,2007,"GBP 3,000 - GBP 4,000","GBP 3,750",(41 x 30.5cm.),19 Sep 2017,"7 Sep - 19 Sep 2017 | Online Auction 15873
on paper | online"
Pablo Picasso ,1881,1973,Nu agenouillé et Amour,0,"GBP 200,000 – GBP 300,000","GBP 182,500",(44.5 x 31.5 cm.),25 Jun 2014,"2014 | LIVE AUCTION 1533
IMPRESSIONIST/MODERN WORKS ON PAPER"
Robert Mangold ,1937,0,Orange/Black Five Panel Zone Painting (Study),1998,"USD 20,000 – USD 30,000","USD 35,000",(31.1 x 76.2 cm.),3 Dec 2020,"2020 | LIVE AUCTION 18982
POST-WAR & CONTEMPORARY ART DAY SALE, FEATURING THE COLLECTION OF MORTON AND BARBARA MANDEL"
Juliao Sarmento ,1948,0,Sem Título (para Chillida),2004,"GBP 18,000 – GBP 22,000","GBP 17,500",(200 x 160.5cm.),26 Jun 2013,"2013 | LIVE AUCTION 1135
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
WALKER EVANS ,0,0,"Church Interior with Pump Organ, Alabama, 1936",0,"USD 5,000 - USD 7,000","USD 2,375",(20.4 x 25.5 cm.),11 Apr 2018,"3 Apr - 11 Apr 2018 | Online Auction 16654
MoMA: Walker Evans"
Richard Diebenkorn ,1922,1993,Untitled,1985,"USD 600,000 – USD 800,000","USD 696,500",(96.5 x 57.7 cm.),18 May 2018,"2018 | LIVE AUCTION 15969
POST-WAR AND CONTEMPORARY ART MORNING SESSION"
Dorothy Dehner ,1901,1994,Untitled,1990,"USD 20,000 – USD 30,000","USD 40,000",(180.3 x 116.8 x 58.4 cm.),11 Nov 2015,"2015 | LIVE AUCTION 3791
POST-WAR AND CONTEMPORARY ART MORNING SESSION"
Paul Klee ,1879,1940,Voralpine Landschaft,1937,"GBP 55,000 – GBP 75,000","GBP 68,750",(17 x 27.5 cm.),19 Jun 2019,"2019 | LIVE AUCTION 17192
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Antonio Butafogo ,active,1817,The Holy Family with the Infant Saint John the Baptist,0,"USD 10,000 – USD 15,000","USD 9,375",(289.9 x 137.8 cm.),29 Oct 2019,"2019 | LIVE AUCTION 17655
OLD MASTER PAINTINGS AND SCULPTURE"
LUCIAN FREUD ,1922,2011,Girl with Closed Eyes,1986,"GBP 10,000,000 – GBP 15,000,000","GBP 15,174,500",(46.3 x 60.4cm.),1 Mar 2022,"MARCH 1 | LIVE AUCTION 20661
20TH/21ST CENTURY: LONDON EVENING SALE"
Pablo Picasso ,1881,1973,Monument avec horloge à Paris,1923,"GBP 15,000 – GBP 20,000","GBP 22,500",(12 x 21 cm.),3 Feb 2016,"2016 | LIVE AUCTION 11790
IMPRESSIONIST & MODERN WORKS ON PAPER"
Théo van Rysselberghe ,1862,1926,Le Docteur Auguste Weber,0,"GBP 600,000 – GBP 800,000","GBP 992,750",(100 x 82 cm.),27 Feb 2018,"2018 | LIVE AUCTION 15469
IMPRESSIONIST AND MODERN ART EVENING SALE"
ARMAND POINT ,FRENCH,1932,La Dame à la Licorne,0,"GBP 20,000 – GBP 30,000","GBP 32,500",(76.5 x 55 cm.),15 Jul 2021,"2021 | LIVE AUCTION 20111
BRITISH AND EUROPEAN ART"
Jean-Michel Basquiat ,1960,Michel,Untitled,1982,Estimate on request,"GBP 18,765,875",(182.8 x 244cm.),25 Jun 2013,"2013 | LIVE AUCTION 1134
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Leon Polk Smith ,1906,1996,"Correspondence: Blue, Yellow Medium",1968,"GBP 30,000 – GBP 50,000","GBP 102,500",(182 x 76cm.),28 Jun 2018,"2018 | LIVE AUCTION 15893
POST-WAR TO PRESENT"
Will Boone ,1982,0,Stay There,2014,"USD 5,000 - USD 7,000","USD 5,000",(76.2 x 56.5 cm.),26 Feb 2019,"20 Feb - 26 Feb 2019 | Online Auction 17028
On Paper | Online"
FRANCISCO DE GOYA Y LUCIENTES ,1746,1828,"You understand? Well, as I say..eh! Look out! Otherwise…(¿Està Vmd…pues, Como digo..eh! Cuidado! Si no!...) Plate 76 from: Los Caprichos",0,"USD 2,000 - USD 3,000","USD 2,500",(213 x 149 mm.),23 Oct 2020,"8 Oct - 23 Oct 2020 | Online Auction 19889
The Sleep of Reason: Francisco Goya’s Los Caprichos"
Norton Bush ,1834,1894,Campfire Scene,1882,"USD 10,000 - USD 15,000","USD 10,000",(91.4 x 50.8 cm.),21 Nov 2017,"14 Nov - 21 Nov 2017 | Online Auction 14317
American Art Online"
ALBERT ANKER ,1831,1910,Blonde Frau mit Perlenkette,0,"CHF 3,000 – CHF 5,000","CHF 1,875",(unregelmässig),18 Sep 2018,"2018 | LIVE AUCTION 14671
SWISS ART SALE"
Justus Juncker ,Mainz,1767,A scholar in his studio,0,"USD 3,000 - USD 5,000","USD 3,750",(51.4 x 41 cm.),19 Jun 2020,"2 Jun - 19 Jun 2020 | Online Auction 19030
Old Master Paintings and Sculpture"
Luigi Loir ,French,1916,Fête foraine,0,"USD 10,000 - USD 15,000","USD 10,625",(32.4 x 40.6 cm.),17 Jun 2020,"2 Jun - 17 Jun 2020 | Online Auction 18531
European Art"
PIERO DORAZIO ,1927,2005,Mariée (Bride),1963,"GBP 28,000 – GBP 35,000","GBP 57,500",(38.2 x 46cm.),7 Oct 2016,"2016 | LIVE AUCTION 12245
POST-WAR & CONTEMPORARY ART DAY AUCTION"
Salvator Rosa ,Arenella,1673,"A sailor hauling on a rope, and two other figures, perhaps a doctor and patient",0,"GBP 4,000 – GBP 6,000","GBP 11,000",(12 x 13.3 cm.),3 Jul 2012,"2012 | LIVE AUCTION 5688
OLD MASTER & EARLY BRITISH DRAWINGS AND WATERCOLOURS"
EDWARD HOPPER ,1882,1967,Two Puritans,1945,"USD 10,000,000 – USD 15,000,000","USD 11,581,000",(76.2 x 101.6 cm.),11 Nov 2021,"2021 | LIVE AUCTION 20180
20TH CENTURY EVENING SALE"
DAVID HOCKNEY ,0,0,"Snow, from Weather Series",0,"USD 8,000 - USD 12,000","USD 20,000",(864 x 718 mm.),21 Sep 2017,"12 Sep - 21 Sep 2017 | Online Auction 15074
Contemporary Edition"
Circle of Jan Fyt ,Antwerp,1661,Hares brought down by hounds with two hunters in the distance,0,"USD 20,000 – USD 30,000","USD 15,000",(131.4 x 163.1 cm.),6 Jun 2012,"2012 | LIVE AUCTION 2564
OLD MASTER PAINTINGS"
Alex Katz ,1927,0,Wild Rose I,1966,"USD 20,000 – USD 30,000","USD 50,000",(22.9 x 30.5 cm.),16 May 2019,"2019 | LIVE AUCTION 16979
POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION"
"Italian School, 17th Century",0,0,"A young man, bust length, in a striped doublet",0,"GBP 800 – GBP 1,200",GBP 813,(40.5 x 29.2 cm.),6 Dec 2012,"2012 | LIVE AUCTION 7893
OLD MASTER & EARLY BRITISH DRAWINGS & WATERCOLOURS"
Luc Tuymans ,0,0,Eyeballs,2003,"GBP 60,000 – GBP 80,000","GBP 137,500",(69.8 x 40cm.),7 Oct 2017,"2017 | LIVE AUCTION 14443
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
David Park ,1911,1960,Untitled (Portrait of Tom Jefferson),1957,"USD 60,000 – USD 80,000","USD 171,750",(62.5 x 21.9 cm.),16 May 2013,"2013 | LIVE AUCTION 2786
POST-WAR & CONTEMPORARY MORNING SESSION"
Salvador Dali ,1904,1989,Jeune fille au cerceau et montre molle,0,"USD 30,000 – USD 50,000","USD 118,750",(13.8 x 19.4 cm.),16 May 2017,"2017 | LIVE AUCTION 14185
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
"SIR EDWARD JOHN POYNTER, BT., P.R.A., R.W.S. ",1836,1919,Christmas roses,0,"GBP 3,000 – GBP 5,000","GBP 3,500",(16.7 x 11.1 cm.),30 Sep 2021,"2021 | LIVE AUCTION 20038
AN AESTHETIC ODYSSEY: THE PETER ROSE AND ALBERT GALLICHAN COLLECTION"
"GERMAN, CIRCA 1864",0,0,A toy model of a leopard or jaguar,0,GBP 400 - GBP 600,"GBP 1,125",(5 x 10.5 x 5 cm.),4 Nov 2020,"14 Oct - 4 Nov 2020 | Online Auction 19891
Finch and Co’s Cabinet of Curiosities"
Henri Cartier–Bresson ,0,0,"Hyères, France, 1932",0,"USD 10,000 – USD 15,000","USD 12,500",(24.4 x 35.5 cm.),5 Oct 2016,"2016 | LIVE AUCTION 12204
PHOTOGRAPHS"
A fine Kashan carpet,0,0,,0,"GBP 1,000 – GBP 1,500","GBP 1,000",(403m. x 309cm.),20 May 2015,"2015 | LIVE AUCTION 10647
CHRISTIE'S INTERIORS"
"Sir Edward Coley Burne-Jones, Bt., A.R.A., R.W.S. ",1833,Jones,Study of two male nudes for 'Arthur in Avalon',0,"GBP 10,000 – GBP 15,000","GBP 22,500",(33 x 21 cm.),13 Dec 2012,"2012 | LIVE AUCTION 5969
VICTORIAN & BRITISH IMPRESSIONIST ART"
David Hammons ,1943,0,Untitled (Body Print),0,"USD 400,000 – USD 600,000","USD 879,000",(66 x 48.3 cm.),16 May 2019,"2019 | LIVE AUCTION 16979
POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION"
Nobuyoshi Araki ,1940,0,"Untitled, from Pseudo Diary, 1979",0,"USD 3,000 – USD 5,000","USD 3,500",(29 x 40.5cm.),6 Oct 2015,"2015 | LIVE AUCTION 3772
PHOTOGRAPHS"
David Gilhooly ,1943,2013,Breadfrog as a Hot Dog Vendor at Dodger Stadium,1977,"USD 4,000 – USD 6,000","USD 1,875",(35.5 x 24.1 x 19 cm.),24 Jul 2014,"2014 | LIVE AUCTION 2867
FIRST OPEN: SUMMER EDITION"
Thomas de Keyser ,Amsterdam,1667,The Resurrection,0,"GBP 20,000 – GBP 30,000","GBP 20,000",(94 x 68.5 cm.),9 Dec 2015,"2015 | LIVE AUCTION 10392
OLD MASTER & BRITISH PAINTINGS DAY SALE"
Claudio Bravo ,1936,2011,Beige and Green Package,2009,"USD 500,000 – USD 700,000","USD 835,500",(129.9 x 97.2 cm.),25 May 2017,"2017 | LIVE AUCTION 13256
LATIN AMERICAN ART"
Pablo Picasso ,1881,1973,Femme couchée et personnage,0,"USD 500,000 – USD 700,000","USD 545,000",(30.5 x 40.6 cm.),7 May 2014,"2014 | LIVE AUCTION 2845
IMPRESSIONIST & MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE ESTATE OF EDGAR M. BRONFMAN"
"School of Middelburg, early 17th Century",0,0,A wooded landscape with a path running through,0,"GBP 4,000 – GBP 6,000","GBP 8,125",(15.9 x 18 cm.),4 Dec 2013,"2013 | LIVE AUCTION 1165
OLD MASTER & BRITISH PAINTINGS DAY SALE"
"LEONARD ROSOMAN, R.A. ",1913,2012,"Interior, Elk River, Maryland",0,"GBP 2,500 - GBP 3,500","GBP 2,500",(35.7 x 25.4 cm.),24 Nov 2017,"17 Nov - 24 Nov 2017 | Online Auction 15666
Modern/British Art Online"
"Giovanni Francesco Barbieri, il Guercino ",Cento,1666,Seated angel with a putto,0,"USD 15,000 – USD 20,000","USD 100,000",(21.2 x 19.3 cm),28 Jan 2020,"2020 | LIVE AUCTION 17994
OLD MASTER & BRITISH DRAWINGS INCLUDING WORKS FROM THE COLLECTION OF JEAN BONNA"
JEAN-PIERRE PINCEMIN ,1944,PIERRE,Sans titre,1982,"EUR 6,000 – EUR 8,000","EUR 30,000",(27 ¾ x 35 ½ in.),6 Dec 2017,"2017 | LIVE AUCTION 15058
ART CONTEMPORAIN - VENTE DU JOUR"
Lionel Bulmer ,London,1992,Bathers at Benacre,0,"GBP 1,500 – GBP 2,500","GBP 2,250",(90.8 x 120.7 cm.),18 Aug 2015,"2015 | LIVE AUCTION 10654
CHRISTIE'S INTERIORS - INCLUDING 20TH/21ST CENTURY PICTURES"
CHEN TING-SHIH ,1913,SHIH,Day and Night #68,1981,"HKD 60,000 - HKD 120,000","HKD 56,250",(35 5/8 x 35 5/8 in.),21 Jan 2022,"11 Jan - 21 Jan 2022 | Online Auction 20892
20th/21st Century Art Online Sale"
Pablo Picasso ,1881,1973,Femme de profil. Couverture d'album,0,"USD 400,000 – USD 600,000","USD 665,000",(28 x 37.2 cm.),5 Nov 2013,"2013 | LIVE AUCTION 3443
A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE"
Fernand Léger ,1881,1955,Tapis 'Jaune' No. 9,0,"GBP 7,000 – GBP 9,000","GBP 11,875",(233 x 111.5 cm.),21 Jun 2013,"2013 | LIVE AUCTION 8992
IMPRESSIONIST/MODERN"
PETER LINDBERGH ,0,0,"Eva Herzigova, Ochle Gilbert, El Mirage, Dry Lake, Pirelli, 1995",0,"GBP 4,000 – GBP 6,000","GBP 6,875",(52.6 x 35.7cm.),31 Oct 2012,"2012 | LIVE AUCTION 7272
PHOTOGRAPHS"
Circle of Hans von Aachen ,Cologne,1615,The Last Supper,0,"GBP 8,000 – GBP 12,000","GBP 8,125",(31.1 x 41.6 cm.),4 Dec 2013,"2013 | LIVE AUCTION 1165
OLD MASTER & BRITISH PAINTINGS DAY SALE"
John Atkinson Grimshaw ,1836,1893,Autumn Evening,0,"GBP 120,000 – GBP 180,000","GBP 134,500",(50 x 76 cm.),13 Jul 2016,"2016 | LIVE AUCTION 12236
VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
Tony Cragg ,1949,0,Level Head,2005,"GBP 80,000 - GBP 120,000","GBP 112,500",(89 x 65 x 58cm.),20 Sep 2018,"12 Sep - 20 Sep 2018 | Online Auction 16454
First Open Online"
Paul McCarthy ,1945,0,Tree Plug (Inflatable),2014,"GBP 6,000 – GBP 8,000","GBP 16,250",(181 x 91cm.),17 Oct 2015,"2015 | LIVE AUCTION 10384
POST WAR & CONTEMPORARY ART DAY AUCTION"
LOUISE NEVELSON ,1899,1988,Royal Tide II,0,"EUR 80,000 – EUR 120,000","EUR 271,000",(59 x 55 1/8 in.),1 Dec 2012,"2012 | LIVE AUCTION 3533
COLLECTION HENRI-GEORGES ET INÈS CLOUZOT - VENTE AU PROFIT DU SECOURS CATHOLIQUE"
"FLEMISH SCHOOL, LATE 16TH CENTURY",1451,1504,"Portrait of a lady, traditionally identified as Isabella I of Castile (1451-1504), bust-length in profile",0,"GBP 4,000 - GBP 6,000","GBP 25,000",(33.6 x 27 cm.),30 Jul 2020,"9 Jul - 30 Jul 2020 | Online Auction 18875
Old Masters Paintings & Sculpture"
JAMES PEALE ,1749,1831,Still Life,1827,"USD 120,000 – USD 180,000","USD 106,250",(40.6 x 55.9 cm.),19 Jan 2022,"JANUARY 19 | LIVE AUCTION 20780
19TH CENTURY AMERICAN ART"
Franz Kline ,1910,1962,Untitled,1957,"USD 20,000,000 – USD 30,000,000","USD 40,402,500",(200.7 x 280.4 cm.),14 Nov 2012,"2012 | LIVE AUCTION 2597
POST-WAR & CONTEMPORARY ART EVENING SALE"
LOUIS FAURER ,0,0,"5th Ave., New York, N.Y., c. 1948",0,"USD 3,000 – USD 5,000","USD 3,000",(26.3 x 22.2 cm.),6 Apr 2021,"2021 | LIVE AUCTION 19672
PHOTOGRAPHS"
WALTER IOOSS JR. ,0,0,"Tony Scott & Gary Templeton, Los Angeles, CA, 1980",0,"USD 4,000 - USD 6,000","USD 4,000",(33.6 x 50.8 cm.),11 Aug 2020,"23 Jul - 11 Aug 2020 | Online Auction 19756
The Athlete: Photographs by Walter Iooss, Jr."
RICHARD LIN ,LIN,YU,"Composition, Blue & Black",1958,"HKD 150,000 – HKD 250,000","HKD 375,000",(24 3/4 x 18 1/2 in.),29 Mar 2019,"2019 | LIVE AUCTION 17026
FIRST OPEN | HONG KONG"
Francesco Solimena ,Canale,1747,The Rest on the Flight into Eygpt,0,"USD 10,000 – USD 15,000","USD 52,500",(31.1 x 37.8 cm.),26 Oct 2016,"2016 | LIVE AUCTION 12109
OLD MASTERS"
Christiana Soulou ,0,0,(i) - (iv) Untitled,2007,"GBP 1,000 - GBP 1,500","GBP 1,125",(i),20 Sep 2018,"12 Sep - 20 Sep 2018 | Online Auction 16454
First Open Online"
Nicolas Henry Jeurat de Bertry ,Paris,after,"An artist's palette with brushes, a mahl stick, a knife, papers and portfolios",0,"USD 30,000 – USD 40,000","USD 51,250",(45.7 x 55.5 cm.),3 Jun 2015,"2015 | LIVE AUCTION 3747
OLD MASTER PAINTINGS"
Victor Hugo ,1802,1885,Deux maisons du Moyen-Age,0,"USD 30,000 – USD 50,000","USD 112,500",(14.3 x 9.3 cm.),5 Nov 2013,"2013 | LIVE AUCTION 3443
A DIALOGUE THROUGH ART: WORKS FROM THE JAN KRUGIER COLLECTION DAY SALE"
"Prague School, 17th century",0,0,The Beheading of Saint John the Baptist,0,"GBP 1,500 – GBP 2,500","GBP 1,500",(35 x 26.7 cm.),24 Oct 2012,"2012 | LIVE AUCTION 7201
OLD MASTERS & BRITISH PAINTINGS"
Pierre-Auguste Renoir ,1841,Auguste,Femme debout de profil,0,"EUR 300,000 – EUR 500,000","EUR 361,000",(13 x 7½ in.),28 Nov 2012,"2012 | LIVE AUCTION 3519
ART IMPRESSIONNISTE ET MODERNE"
Jeff Koons ,1955,0,Balloon Dog (Red),1995,"USD 6,000 - USD 8,000","USD 16,250",(26.7 x 26.7 x 11.4 cm.),5 Feb 2020,"28 Jan - 5 Feb 2020 | Online Auction 19045
Christie's 100"
Rosemarie Trockel ,1952,0,Untitled,1996,"USD 1,500 - USD 2,500","USD 2,000",(40.6 x 40.6 cm.),18 Aug 2020,"4 Aug - 18 Aug 2020 | Online Auction 18315
First Open"
JONATHAN CHAPLINE ,0,0,Reclining Nude,2018,"USD 2,000 - USD 3,000","USD 5,000",(12.7 x 27.9 x 9 cm.),19 Aug 2020,"5 Aug - 19 Aug 2020 | Online Auction 18988
Trespassing"
"Louis le Brocquy, H.R.H.A. ",1916,2012,Visage Masqué,0,"GBP 20,000 – GBP 30,000","GBP 37,500",(69.5 x 69.5 cm.),26 Jun 2014,"2014 | LIVE AUCTION 1544
MODERN BRITISH & IRISH ART DAY SALE"
George Grosz ,1893,1959,Close Combat,1936,"GBP 10,000 – GBP 15,000","GBP 8,750",(47.8 x 63.4 cm.),21 Jun 2013,"2013 | LIVE AUCTION 8992
IMPRESSIONIST/MODERN"
HENRY JOHN STOCK ,BRITISH,1930,The Aspiration of a Soul While Listening to Music,0,"GBP 7,000 - GBP 10,000","GBP 11,875",(73.5 x 42.3),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
Joseph Beuys ,1921,1986,Minneapolis Fragment,1974,"GBP 40,000 – GBP 60,000","GBP 56,250",(78.8 x 107.3cm.),17 Oct 2015,"2015 | LIVE AUCTION 10384
POST WAR & CONTEMPORARY ART DAY AUCTION"
MAX ERNST ,1891,1976,"Untitled, plate 3 from Fiat Modes pereat ars",0,"USD 12,000 – USD 15,000","USD 20,000",(435 x 318 mm.),2 Nov 2016,"2016 | LIVE AUCTION 12206
PRINTS & MULTIPLES FEATURING THE GILBERT E. KAPLAN COLLECTION OF SURREALIST PRINTS"
ANDY WARHOL ,1928,1987,S & H Green Stamps,0,"USD 1,000 - USD 1,500","USD 4,750",(284 x 578 mm.),null: 19 Jul 2017,"11 Jul - 19 Jul 2017 | 14543
Contemporary Edition"
Donald Judd ,1928,1994,Untitled,1987,"USD 500,000 – USD 700,000","USD 516,500",(30 x 210 x 30 cm.),18 May 2018,"2018 | LIVE AUCTION 15970
POST-WAR AND CONTEMPORARY ART AFTERNOON SESSION"
YUICHI HIRAKO ,0,0,Leaf Bug (3 Sculptures),2020,"HKD 30,000 - HKD 60,000","HKD 40,320",(H),21 Apr 2022,"7 Apr - 21 Apr 2022 | Online Auction 21552
No Regrets: 20/21 Art Online: All Editions"
Julian Hoeber ,0,0,"Execution Changes #51 (VS, Q1, LLJ, LC, Q2, LRJ, LC)",2012,"GBP 10,000 – GBP 15,000","GBP 11,250",(91.3 x 61.2cm.),17 Oct 2014,"2014 | LIVE AUCTION 1559
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Henry Farrer ,1843,1903,"Sunset, Gowanus Bay, New York",1881,"USD 15,000 - USD 25,000","USD 16,250",(65.4 x 100 cm.),7 Aug 2020,"23 Jul - 7 Aug 2020 | Online Auction 18433
American Art Online"
Harry Callahan ,1912,mounted,"Untitled (Torn wall with lettering), c. 1950",0,"USD 15,000 – USD 25,000","USD 18,750",(24.2 x 19.4 cm.),5 Oct 2016,"2016 | LIVE AUCTION 12204
PHOTOGRAPHS"
Agnes Martin ,1912,2004,Orange Grove,1965,"USD 6,500,000 – USD 8,500,000","USD 10,693,000",(182.9 x 182.9 cm.),10 May 2016,"2016 | LIVE AUCTION 12152
POST-WAR AND CONTEMPORARY ART EVENING SALE"
"Charles Frederick Lowcock, R.B.A. ",fl,1922,Evensong,0,"GBP 2,000 – GBP 3,000","GBP 4,000",(76.3 x 50.8 cm.),15 Nov 2012,"2012 | LIVE AUCTION 7500
VICTORIAN & BRITISH IMPRESSIONIST ART"
"Walter Richard Sickert, A.R.A. ",1860,1942,"San Barnaba, Venice",0,"GBP 5,000 – GBP 8,000","GBP 15,000",(31.1 x 26.4 cm.),29 Sep 2020,"2020 | LIVE AUCTION 18873
MODERN BRITISH ART"
Walter Greaves ,1846,1930,"Coal Wharf, Chelsea; and Yacht on the Thames, Chelsea",0,"GBP 1,500 – GBP 2,500","GBP 2,000",(28.5 x 23.2 cm.),8 Jul 2015,"2015 | LIVE AUCTION 10730
VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
André Kertész,1894,1985,"Snow, MacDougal Alley, No. 31, February 5, 1975",0,"USD 8,000 – USD 12,000","USD 10,625",(17 x 24.8cm.),6 Oct 2015,"2015 | LIVE AUCTION 3772
PHOTOGRAPHS"
