Title,Date,Type,Total Sales,Location,URL
Dessins Anciens et du XIXème incluant des oeuvres de la collection Jean Bonna,27-Mar,LIVE AUCTION ,"EUR 2,125,000",PARIS,https://www.christies.com/en/auction/dessins-anciens-et-du-xix-me-incluant-des-oeuvres-de-la-collection-jean-bonna-27983/
Handpicked: 50 works selected by the Saatchi Gallery,27-Mar,LIVE AUCTION ,"GBP 321,375",LONDON,https://www.christies.com/en/auction/handpicked-50-works-selected-by-the-saatchi-gallery-28389/
Prints & Multiples,21-Mar,LIVE AUCTION ,"GBP 3,978,875",LONDON,https://www.christies.com/en/auction/prints-multiples-28013/
The George Michael Collection Online Auction,8 – 15 March,ONLINE AUCTION ,"GBP 2,053,500",LONDON,https://onlineonly.christies.com/sso?SaleID=28409&SaleNumber=18172
The George Michael Collection Evening Auction,14-Mar,LIVE AUCTION ,"GBP 9,264,000",LONDON,https://www.christies.com/en/auction/the-george-michael-collection-evening-auction-28410/
Post-War and Contemporary Art Day Auction,7-Mar,LIVE AUCTION ,"GBP 16,812,375",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-28010/
Masterpieces of Design and Photography,6-Mar,LIVE AUCTION ,"GBP 6,421,500",LONDON,https://www.christies.com/en/auction/masterpieces-of-design-and-photography-28008/
Post-War and Contemporary Art Evening Auction,6-Mar,LIVE AUCTION ,"GBP 79,282,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-28009/
Matisse on Paper: Prints and Drawings from the Estate of Jacquelyn Miller Matisse,21 February – 1 March,ONLINE AUCTION ,"USD 853,750",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28397&SaleNumber=18084
Picasso Ceramics,22 February – 1 March,ONLINE AUCTION ,"GBP 1,465,125",LONDON,https://onlineonly.christies.com/sso?SaleID=27951&SaleNumber=16753
Impressionist and Modern Art Day Sale,28-Feb,LIVE AUCTION ,"GBP 16,723,000",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-28006/
Impressionist and Modern Works on Paper,28-Feb,LIVE AUCTION ,"GBP 7,098,875",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-works-on-paper-28007/
Post-War to Present,28-Feb,LIVE AUCTION ,"USD 20,963,750",NEW YORK,https://www.christies.com/en/auction/post-war-to-present-28073/
Contemporary Edition,27-Feb,LIVE AUCTION ,"USD 1,742,438",NEW YORK,https://www.christies.com/en/auction/contemporary-edition-27962/
Hidden Treasures: Impressionist & Modern Masterpieces from an Important Private Collection,27-Feb,LIVE AUCTION ,"GBP 50,552,001",LONDON,https://www.christies.com/en/auction/hidden-treasures-impressionist-modern-masterpieces-from-an-important-private-collection-28214/
Impressionist and Modern Art Evening Sale,27-Feb,LIVE AUCTION ,"GBP 71,306,251",LONDON,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-28004/
The Art Of The Surreal Evening Sale,27-Feb,LIVE AUCTION ,"GBP 43,566,251",LONDON,https://www.christies.com/en/auction/the-art-of-the-surreal-evening-sale-28005/
On Paper | Online,20 – 26 February,ONLINE AUCTION ,"USD 514,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=28043&SaleNumber=17028
Old Master & British Drawings,31-Jan,LIVE AUCTION ,"USD 2,671,875",NEW YORK,https://www.christies.com/en/auction/old-master-british-drawings-27772/
Peter Petrou: Tales of the Unexpected,30-Jan,LIVE AUCTION ,"GBP 1,361,875",LONDON,https://www.christies.com/en/auction/peter-petrou-tales-of-the-unexpected-28200/
Old Master Prints,29-Jan,LIVE AUCTION ,"USD 4,895,750",NEW YORK,https://www.christies.com/en/auction/old-master-prints-27909/
Topographical Pictures with Australian Art,14-Dec,LIVE AUCTION ,"GBP 1,294,125",LONDON,https://www.christies.com/en/auction/topographical-pictures-with-australian-art-27432/
An Adventurous Spirit: An Important Private Collection Sold to Benefit a Charitable Foundation,13-Dec,LIVE AUCTION ,"GBP 8,626,188",LONDON,https://www.christies.com/en/auction/an-adventurous-spirit-an-important-private-collection-sold-to-benefit-a-charitable-foundation-27721/
Property from the Collection of Harry W. and Mary Margaret Anderson Online,6 – 13 December,ONLINE AUCTION ,"USD 1,785,875",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27545&SaleNumber=15881
First Open Online: Post-War and Contemporary Art,6 – 12 December,ONLINE AUCTION ,"USD 3,294,000",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27546&SaleNumber=15882
"British Art: Victorian, Pre Raphaelite & British Impressionist Art",11-Dec,LIVE AUCTION ,"GBP 2,488,125",LONDON,https://www.christies.com/en/auction/british-art-victorian-pre-raphaelite-british-impressionist-art-27428/
European Art,11-Dec,LIVE AUCTION ,"GBP 2,067,625",LONDON,https://www.christies.com/en/auction/european-art-28205/
Interiors,11-Dec,LIVE AUCTION ,"USD 1,568,438",NEW YORK,https://www.christies.com/en/auction/interiors-27976/
Old Masters Day Sale,7-Dec,LIVE AUCTION ,"GBP 3,104,500",LONDON,https://www.christies.com/en/auction/old-masters-day-sale-27419/
The Eric Albada Jelgersma Collection Sale,7-Dec,LIVE AUCTION ,"GBP 3,542,438",LONDON,https://www.christies.com/en/auction/the-eric-albada-jelgersma-collection-sale-27717/
Important Old Master Paintings from The Eric Albada Jelgersma Collection: Evening sale,6-Dec,LIVE AUCTION ,"GBP 21,389,250",LONDON,https://www.christies.com/en/auction/important-old-master-paintings-from-the-eric-albada-jelgersma-collection-evening-sale-27782/
"Old Master Works on Paper: Prints and Drawings for under £5,000",28 November – 6 December,ONLINE AUCTION ,"GBP 272,750",LONDON,https://onlineonly.christies.com/sso?SaleID=27908&SaleNumber=16534
Old Masters Evening Sale,6-Dec,LIVE AUCTION ,"GBP 20,851,750",LONDON,https://www.christies.com/en/auction/old-masters-evening-sale-27418/
Post-war and contemporary art - vente du jour,5-Dec,LIVE AUCTION ,"EUR 8,444,875",PARIS,https://www.christies.com/en/auction/post-war-and-contemporary-art-vente-du-jour-27903/
Old Masters/New Scholars: Works of Art Sold to Benefit Rugby School,4-Dec,LIVE AUCTION ,"GBP 14,794,125",LONDON,https://www.christies.com/en/auction/old-masters-new-scholars-works-of-art-sold-to-benefit-rugby-school-28154/
Post-war and Contemporary Art - vente du soir,4-Dec,LIVE AUCTION ,"EUR 15,254,500",PARIS,https://www.christies.com/en/auction/post-war-and-contemporary-art-vente-du-soir-27852/
Latin American Online,16 – 28 November,ONLINE AUCTION ,"USD 495,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27699&SaleNumber=16158
Post-War & Contemporary Art,26 – 27 November,LIVE AUCTION ,"EUR 8,078,500",AMSTERDAM,https://www.christies.com/en/auction/post-war-contemporary-art-27557/
Modern/British & Irish Art,16 – 23 November,ONLINE AUCTION ,"GBP 776,250",LONDON,https://onlineonly.christies.com/sso?SaleID=27869&SaleNumber=16455
A London Season: Works Of Art From A Private Collection in Eaton Square,21-Nov,LIVE AUCTION ,"GBP 2,572,688",LONDON,https://www.christies.com/en/auction/a-london-season-works-of-art-from-a-private-collection-in-eaton-square-27716/
Latin American Art,20 – 21 November,LIVE AUCTION ,"USD 19,268,125",NEW YORK,https://www.christies.com/en/auction/latin-american-art-27452/
American Art,20-Nov,LIVE AUCTION ,"USD 26,491,500",NEW YORK,https://www.christies.com/en/auction/american-art-27815/
American Art Online,14 – 20 November,ONLINE AUCTION ,"USD 2,260,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27878&SaleNumber=16472
Annabel's,20-Nov,LIVE AUCTION ,"GBP 4,099,250",LONDON,https://www.christies.com/en/auction/annabel-s-28218/
British Impressionism,20-Nov,LIVE AUCTION ,"GBP 1,867,500",LONDON,https://www.christies.com/en/auction/british-impressionism-27724/
Modern British Art Day Sale,20-Nov,LIVE AUCTION ,"GBP 4,397,750",LONDON,https://www.christies.com/en/auction/modern-british-art-day-sale-27405/
Modern British Art Evening Sale,19-Nov,LIVE AUCTION ,"GBP 17,875,750",LONDON,https://www.christies.com/en/auction/modern-british-art-evening-sale-27403/
Post-War and Contemporary Art Afternoon Session,16-Nov,LIVE AUCTION ,"USD 31,737,250",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-afternoon-session-27590/
Post-War and Contemporary Art Morning Session,16-Nov,LIVE AUCTION ,"USD 63,354,500",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-morning-session-27589/
Japonisme,15-Nov,LIVE AUCTION ,"EUR 1,698,938",PARIS,https://www.christies.com/en/auction/japonisme-27987/
Post-War and Contemporary Art Evening Sale,15-Nov,LIVE AUCTION ,"USD 357,622,500",NEW YORK,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-sale-27588/
"Selections from the Israel Museum, Jerusalem Sold to Benefit the Acquisitions Fund",9 – 15 November,ONLINE AUCTION ,"USD 217,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27981&SaleNumber=16823
An American Place | The Barney A. Ebsworth Collection Day Sale,14-Nov,LIVE AUCTION ,"USD 5,302,250",NEW YORK,https://www.christies.com/en/auction/an-american-place-the-barney-a-ebsworth-collection-day-sale-28170/
"The Collector: Silver & 19th Century Furniture, Sculpture & Works of Art",14-Nov,LIVE AUCTION ,"GBP 2,428,062",LONDON,https://www.christies.com/en/auction/the-collector-silver-19th-century-furniture-sculpture-works-of-art-27414/
An American Place | The Barney A. Ebsworth Collection Evening Sale,13-Nov,LIVE AUCTION ,"USD 317,801,250",NEW YORK,https://www.christies.com/en/auction/an-american-place-the-barney-a-ebsworth-collection-evening-sale-28169/
Picasso Ceramics: Including Property from the Collection of Joan A. Mendell,7 – 13 November,ONLINE AUCTION ,"USD 1,864,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27848&SaleNumber=16430
"The Collector: English Furniture, Clocks & Works of Art",13-Nov,LIVE AUCTION ,"GBP 1,274,750",LONDON,https://www.christies.com/en/auction/the-collector-english-furniture-clocks-works-of-art-27412/
"The Collector: European Furniture, Works of Art & Ceramics",13-Nov,LIVE AUCTION ,"GBP 2,254,250",LONDON,https://www.christies.com/en/auction/the-collector-european-furniture-works-of-art-ceramics-27720/
Alberto and Diego Giacometti: Masters of Design,12-Nov,LIVE AUCTION ,"USD 11,479,750",NEW YORK,https://www.christies.com/en/auction/alberto-and-diego-giacometti-masters-of-design-27228/
Impressionist and Modern Art Day Sale,12-Nov,LIVE AUCTION ,"USD 29,191,875",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-day-sale-27593/
Impressionist and Modern Art Works on Paper,12-Nov,LIVE AUCTION ,"USD 9,024,625",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-works-on-paper-27592/
Impressionist and Modern Art Evening Sale Including Property from the Collection of Herbert and Adele Klapper,11-Nov,LIVE AUCTION ,"USD 279,253,500",NEW YORK,https://www.christies.com/en/auction/impressionist-and-modern-art-evening-sale-including-property-from-the-collection-of-herbert-and-adele-klapper-27591/
Hiroshi Sugimoto Photographs: The Fossilization of Time,8-Nov,LIVE AUCTION ,"EUR 1,208,000",PARIS,https://www.christies.com/en/auction/hiroshi-sugimoto-photographs-the-fossilization-of-time-27889/
Photographies,8-Nov,LIVE AUCTION ,"EUR 1,172,500",PARIS,https://www.christies.com/en/auction/photographies-27837/
Modern Edition,30 October – 6 November,ONLINE AUCTION ,"USD 439,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27879&SaleNumber=16473
A Love Affair with France: The Elizabeth Stafford Collection,1-Nov,LIVE AUCTION ,"USD 2,956,750",NEW YORK,https://www.christies.com/en/auction/a-love-affair-with-france-the-elizabeth-stafford-collection-27708/
European Art: Part I,31-Oct,LIVE AUCTION ,"USD 19,816,000",NEW YORK,https://www.christies.com/en/auction/european-art-part-i-27812/
European Art: Part II,31-Oct,LIVE AUCTION ,"USD 3,475,375",NEW YORK,https://www.christies.com/en/auction/european-art-part-ii-27819/
Old Masters,30-Oct,LIVE AUCTION ,"USD 9,454,500",NEW YORK,https://www.christies.com/en/auction/old-masters-27810/
Property from the Estate of Eugene V. Thaw,30-Oct,LIVE AUCTION ,"USD 2,278,125",NEW YORK,https://www.christies.com/en/auction/property-from-the-estate-of-eugene-v-thaw-27843/
Prints & Multiples,23 – 25 October,LIVE AUCTION ,"USD 13,239,750",NEW YORK,https://www.christies.com/en/auction/prints-multiples-27814/
"Middle Eastern, Modern and Contemporary Art",24-Oct,LIVE AUCTION ,"GBP 3,921,000",LONDON,https://www.christies.com/en/auction/middle-eastern-modern-and-contemporary-art-27549/
"The Collection of Melva Bucksbaum: Post-War and Contemporary Art, Photographs and Prints",16 – 23 October,ONLINE AUCTION ,"USD 1,760,500",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27771&SaleNumber=16334
"The Collector: English and European 18th and 19th Century Furniture, Ceramics, Silver & Works of Art",23-Oct,LIVE AUCTION ,"USD 4,585,125",NEW YORK,https://www.christies.com/en/auction/the-collector-english-and-european-18th-and-19th-century-furniture-ceramics-silver-works-of-art-27743/
Art Moderne,18-Oct,LIVE AUCTION ,"EUR 10,139,750",PARIS,https://www.christies.com/en/auction/art-moderne-27558/
She Was a Giant Collection Bénédicte Pesle,18-Oct,LIVE AUCTION ,"EUR 3,241,625",PARIS,https://www.christies.com/en/auction/she-was-a-giant-collection-b-n-dicte-pesle-28146/
Paris Avant-Garde,17-Oct,LIVE AUCTION ,"EUR 29,602,250",PARIS,https://www.christies.com/en/auction/paris-avant-garde-27839/
A GOLDEN AGE: An Important Collection of 19th Century Furniture & Decorative Art,16-Oct,LIVE AUCTION ,"USD 1,832,500",NEW YORK,https://www.christies.com/en/auction/a-golden-age-an-important-collection-of-19th-century-furniture-decorative-art-27845/
An American Journey: The Diann G. and Thomas A. Mann Collection of Photographic Masterworks,4 – 5 October,LIVE AUCTION ,"USD 3,427,500",NEW YORK,https://www.christies.com/en/auction/an-american-journey-the-diann-g-and-thomas-a-mann-collection-of-photographic-masterworks-27806/
Photographs,5-Oct,LIVE AUCTION ,"USD 3,297,562",NEW YORK,https://www.christies.com/en/auction/photographs-27809/
Post War and Contemporary Art Day Auction,5-Oct,LIVE AUCTION ,"GBP 20,844,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-day-auction-27408/
Post War and Contemporary Art Evening Auction,4-Oct,LIVE AUCTION ,"GBP 84,610,000",LONDON,https://www.christies.com/en/auction/post-war-and-contemporary-art-evening-auction-27407/
Thinking Italian,4-Oct,LIVE AUCTION ,"GBP 40,408,000",LONDON,https://www.christies.com/en/auction/thinking-italian-27728/
Un/Breakable,2-Oct,LIVE AUCTION ,"GBP 3,107,625",LONDON,https://www.christies.com/en/auction/un-breakable-27978/
Post-War to Present,27-Sep,LIVE AUCTION ,"USD 20,137,625",NEW YORK,https://www.christies.com/en/auction/post-war-to-present-27543/
Contemporary Edition,14 – 26 September,ONLINE AUCTION ,"GBP 745,625",LONDON,https://onlineonly.christies.com/sso?SaleID=27907&SaleNumber=16533
20th Century & Contemporary Art (Evening Sale),21-Sep,LIVE AUCTION ,"CNY 108,336,000",SHANGHAI,https://www.christies.com/en/auction/20th-century-contemporary-art-evening-sale-27752/
FIRST OPEN | Shanghai,21-Sep,LIVE AUCTION ,"CNY 14,478,000",SHANGHAI,https://www.christies.com/en/auction/first-open-shanghai-27751/
First Open Online,12 – 20 September,ONLINE AUCTION ,"GBP 1,668,875",LONDON,https://onlineonly.christies.com/sso?SaleID=27868&SaleNumber=16454
Prints and Multiples,20-Sep,LIVE AUCTION ,"GBP 3,861,000",LONDON,https://www.christies.com/en/auction/prints-and-multiples-27607/
Swiss Art Sale,18-Sep,LIVE AUCTION ,"CHF 5,362,500",ZÜRICH,https://www.christies.com/en/auction/swiss-art-sale-27066/
"Rooms as Portraits: Michael S. Smith, Eaton Square, London",12-Sep,LIVE AUCTION ,"GBP 4,076,562",LONDON,https://www.christies.com/en/auction/rooms-as-portraits-michael-s-smith-eaton-square-london-27715/
Horizon | Post-War and Contemporary Art,13 – 23 August,ONLINE AUCTION ,"USD 670,250",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27811&SaleNumber=16385
Close to Home: Christie's Staff Art Show,25 July – 2 August,ONLINE AUCTION ,"USD 39,625",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27988&SaleNumber=16885
"Edition Gerd Hatje: Contemporary Photographs, Prints & Multiples",19 – 26 July,ONLINE AUCTION ,"GBP 103,625",LONDON,https://onlineonly.christies.com/sso?SaleID=28032&SaleNumber=16999
MoMA: Tracing Photography's History,9 – 19 July,ONLINE AUCTION ,"USD 303,375",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27920&SaleNumber=16653
First Open Online: Post-War and Contemporary Art,9 – 18 July,ONLINE AUCTION ,"USD 3,644,125",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27544&SaleNumber=15880
Contemporary Edition,9 – 17 July,ONLINE AUCTION ,"USD 1,770,250",NEW YORK,https://onlineonly.christies.com/sso?SaleID=27877&SaleNumber=16471
19th Century European & Orientalist Art,12-Jul,LIVE AUCTION ,"GBP 2,476,125",LONDON,https://www.christies.com/en/auction/19th-century-european-orientalist-art-27430/
Victorian Pre-Raphaelite & British Impressionist Art,11-Jul,LIVE AUCTION ,"GBP 4,961,500",LONDON,https://www.christies.com/en/auction/victorian-pre-raphaelite-british-impressionist-art-27427/
Old Masters Day Sale,6-Jul,LIVE AUCTION ,"GBP 4,619,500",LONDON,https://www.christies.com/en/auction/old-masters-day-sale-27417/
Old Masters Evening Sale,5-Jul,LIVE AUCTION ,"GBP 31,187,000",LONDON,https://www.christies.com/en/auction/old-masters-evening-sale-27103/
The Exceptional Sale 2018,5-Jul,LIVE AUCTION ,"GBP 10,703,000",LONDON,https://www.christies.com/en/auction/the-exceptional-sale-2018-27370/
